group_id,id,is_favorite,joined_at,user_id
24b4fd54-9eeb-45cb-9d94-9937b8791296,cade421d-daae-4e88-bb89-2bb87a42af22,False,2026-08-20T07:23:29.921+00:00,30c7851c-8124-4d15-8f0a-49b59c46c3c5
48fa7f72-c679-4e59-bbf2-606fdba7a83e,92af97bb-bc64-4988-bc47-4ce904d71b13,False,2026-08-20T09:04:57.939+00:00,004e5f96-3441-486f-a412-4152e670039d
48fa7f72-c679-4e59-bbf2-606fdba7a83e,6ae00de4-5c1e-4d1f-bada-2b5abf83c43b,False,2026-08-20T09:15:12.308+00:00,32e525b4-7fda-4310-91f3-c8679f099b10
0ab783c3-633d-4558-b28f-55e7754b893a,b1ecd5ad-eefc-4946-8144-6800d1113dbf,False,2026-08-20T10:24:14.059+00:00,17eccc3d-34cb-4636-a31a-a137515f4b43
8b9967c5-f0a6-4035-8fdf-f18bce182da2,6331f01a-8258-4350-811a-a60b8ff90261,False,2026-08-20T11:03:23.47+00:00,6b964d78-da77-4de4-b0d6-5095daa7a5d4
ccfd349e-2a2d-473d-88d4-43fdf8a88f64,a085ec6d-0f97-4b3a-9de4-fb9391cfbc3b,False,2026-08-20T12:03:43.228+00:00,b5f6e87a-2439-48cc-a975-3fcaf04a5c6c
f49b5f18-f8f6-4acf-a188-898e35d2fd49,26126592-c3e6-45f2-a8ba-d32dc73f4322,False,2026-08-20T12:03:57.803+00:00,c6da0ea9-7176-4d64-bbf5-61bba27fb3b2
f49b5f18-f8f6-4acf-a188-898e35d2fd49,3b6e56b8-6834-4f11-9f95-a64f633c271d,False,2026-08-20T12:08:12.933+00:00,10f4fc30-b881-4d48-96a2-497319d9d923
f49b5f18-f8f6-4acf-a188-898e35d2fd49,b6dc2b70-2424-40ba-945b-8285c55e4252,False,2026-08-20T12:08:38.056+00:00,9df6fca8-8061-4cd6-aeaf-23d04bdbb947
f49b5f18-f8f6-4acf-a188-898e35d2fd49,cd715beb-aab1-44e8-8585-d7ce89a85e0d,False,2026-08-20T12:08:47.914+00:00,b5f6e87a-2439-48cc-a975-3fcaf04a5c6c
f49b5f18-f8f6-4acf-a188-898e35d2fd49,1bd1ae00-7b9c-45cb-85f8-b0c186187830,True,2026-08-20T12:15:09.855+00:00,2ee16d3e-6148-4325-9e77-e5722759e50c
